Commercial,Industrial,Residential,Transportation
216096.1515,183191.0599,170283.3835,125164.01
215114.1199,183869.0145,164118.9373,129358.0546
215084.9069,183649.4035,156195.042,145489.4194
211383.5735,178828.2112,158779.0971,185986.5313
209361.1098,173666.4352,168115.966,237547.7876
208040.3762,168679.0425,194932.304,275793.6483
215592.3144,172210.7265,217188.3884,230984.7288
221564.238,176550.8965,221155.5673,145926.6976
218172.8238,176709.642,211011.8208,111567.2072
193829.4725,175145.4717,201377.9718,89824.94888
178703.3443,167833.32,188765.9033,65772.76302
171765.6924,161437.2231,174061.2275,51135.73128
168307.3206,155225.8525,168425.0077,37787.91048
165871.1183,153161.612,165659.2169,30671.0112
163633.8271,153204.1179,167715.889,25276.97865
164574.149,150731.41,175809.6767,25316.36683
170379.9087,151182.2762,191100.8336,23954.94939
188697.6365,159162.3541,207987.9805,33798.35658
208868.0018,161455.1444,233685.1458,53012.15088
221031.1974,170885.3385,219111.9666,81393.22133
215706.7191,177053.5816,203383.0715,90001.97519
215529.8829,183145.8292,183766.6838,88379.87237
211256.921,180931.8462,180299.1058,95580.73005
210948.2324,181725.0268,168760.477,111970.0028
211538.244,182745.1728,157886.208,124909.5539
210167.8334,183142.5315,150813.6945,128980.0588
209675.0991,182525.0358,142287.0195,144856.8343
205143.9203,177099.5139,144425.0931,184707.6991
202338.6214,171405.9261,152916.709,235390.3643
201196.7302,166844.1753,178518.14,273866.8672
208960.3537,170500.1918,200654.7119,229571.2607
215584.0156,175555.1472,204118.7136,145574.7893
212719.2445,175916.1321,193730.8689,111344.7443
189860.9285,174396.5885,182272.6086,89661.45207
175139.5765,167198.7152,169101.2412,65629.99723
167026.9608,160269.0884,153786.0576,50835.87448
162949.8508,154244.6117,144729.8522,37631.43439
159332.8278,151846.6694,141926.5134,30474.0013
156429.2193,151843.2581,142606.8659,25102.92553
156815.4882,149642.9703,149233.7383,25205.81927
161951.1269,150439.662,162113.8185,23875.00451
178971.8736,158585.4189,177364.3866,33732.76753
194009.4538,161178.6465,205270.7041,53330.3477
206517.8954,169716.6549,195426.5606,81475.3136
203772.6335,175991.5786,183151.5784,90073.58174
207274.3558,183154.6646,164524.3939,88836.99117
205498.6761,181624.2822,162352.0902,96392.50979
206144.4336,182268.5996,153827.0282,112834.7778
207241.9919,183329.6386,144779.2043,125955.2989
206675.5952,183667.4827,139837.2472,129966.0878
206850.1005,182998.7036,133445.8992,145912.4108
202364.3084,177381.8058,137056.0215,185932.2647
198770.598,171441.1644,146238.9246,236551.3084
196160.2473,166398.0038,169941.6818,274296.093
201048.4268,168372.6804,191747.7419,227887.3475
205595.6505,172827.6424,193159.6739,144276.5785
202472.2893,173483.2061,181538.445,110691.4723
185416.522,172347.5769,168038.7625,89131.24777
171874.6678,165670.9573,152645.7068,65321.04289
164123.0527,159762.7807,135176.3809,50862.09969
159714.3353,153110.4143,125894.6188,37504.71271
155980.6624,150995.586,121754.3556,30392.25186
152725.8946,151034.9217,121202.3664,25042.00461
152900.2809,148769.269,126736.3467,25158.96021
157850.6219,149651.6788,138760.1506,23889.82262
173555.7272,157562.8508,154309.2126,33798.38132
186853.2378,160683.7038,184073.9854,53874.44609
198648.3214,168998.3053,179980.3182,82097.18944
199543.8977,176549.1335,171615.8428,91178.45183
206521.8241,184482.4099,157067.3737,90046.54673
207671.2602,183489.4967,157069.8004,97870.2457
209482.963,183746.4264,153096.3566,114156.5516
211496.6984,184741.3915,146643.1978,127395.1355
211761.298,184934.9413,143694.4537,131316.7434
212057.7003,183932.0022,138690.0691,147112.0786
207773.391,178659.1816,143143.3303,187716.8108
203323.9329,172611.3051,152584.2356,238485.1571
199321.7189,167145.9243,175469.967,275935.5275
202373.9726,168719.3117,197337.9217,228165.5309
205934.535,172976.9771,198319.7097,144356.4826
202121.4689,173488.0875,186955.0936,110762.9916
186702.7687,172475.8008,173036.3999,88982.18882
173881.5606,166312.7403,156607.9976,65465.87786
166594.0539,160817.6148,137985.1779,51142.65909
160815.7623,152988.4393,135697.1229,37436.28116
156570.5518,149946.5177,132729.9375,30179.13561
153281.5394,149545.4564,133469.563,24797.21194
153218.8484,146819.3175,140734.6653,24845.97716
157583.2547,147131.8748,154024.4379,23506.58572
172914.1238,154537.9534,169901.5661,33216.94864
189034.8018,157453.19,199155.0016,52748.59805
202725.6137,166905.0995,194806.9236,80830.94534
204240.3694,175088.5852,187511.4978,90163.13903
209663.9382,182324.308,174292.2165,88911.41919
208993.1074,180497.3534,175409.2756,96367.87025
209726.1818,181088.2863,168656.4522,112513.4368
211026.2826,181749.7902,160610.0417,125206.434
210104.4332,181849.5194,155632.7101,128906.2614
209295.1875,180583.7709,148158.593,144057.8586
203904.2862,174699.1465,150503.9164,183033.949
199536.8808,168832.1477,157901.5796,232514.8823
195129.3329,163109.538,179929.3331,268223.1632
198081.8962,165480.1456,199462.8372,222507.2096
202527.6348,170042.2317,201637.3264,140852.7581
200575.8121,171159.8782,192461.6987,108423.6384
183704.9595,171097.7984,183691.4267,87897.42952
173208.8288,165537.0005,172865.2506,65011.30596
168374.4163,157152.9437,160431.9197,52568.16665
176577.5912,117668.6671,175997.471,58095.3025
173578.4238,110890.8497,177807.8129,39472.91585
173855.1265,104438.1788,181188.8032,34522.72037
172735.5023,99259.02388,189809.8998,30302.89342
176519.4335,98002.68014,197190.0907,24239.38817
189299.9212,99611.50419,202264.5778,26768.36464
199011.8584,97951.22117,218593.6093,31214.39386
211671.3657,100505.9494,217797.1807,40746.11044
213856.7498,99222.39493,226401.8528,58196.10695
211294.174,97679.94502,230334.8719,85243.15515
204147.1495,94811.24172,235363.4981,107301.7745
207792.8779,97428.4275,219558.9282,134830.5671
206437.7461,97348.50406,207039.813,161202.6554
206419.0128,98286.52494,194417.3028,169736.841
204805.9469,98216.92398,186661.7334,175152.8352
201715.6834,96790.61705,186427.1151,183466.2678
199713.7535,96083.73479,189528.7015,198927.5082
196639.5635,94460.50221,213746.2998,189693.7921
202250.0888,97762.95542,223498.7075,220225.0838
203431.1534,98748.32514,222985.4371,219721.8239
202277.2166,99997.778,213265.0366,191828.5064
196343.5026,100746.1501,202200.5219,163177.4583
187599.2088,104319.6476,185283.7814,133242.1093
178433.5649,109908.1971,168835.6332,97992.93729
172098.9017,112770.9742,158805.3413,63306.45953
167344.9129,110516.8006,158840.426,39402.3247
165557.5089,103052.9251,159708.7003,34108.32058
167237.0317,98875.69338,170470.606,30274.35957
170159.8147,97378.3287,176114.7719,24125.30524
177680.537,98443.6684,181080.7447,26760.52012
180406.53,95866.02653,199541.8439,31462.74426
193383.0983,98341.19302,196984.5931,40828.24991
197468.8152,97288.26958,202092.5621,57616.47093
197933.2451,96215.96306,203139.8803,84240.6819
192374.5204,93625.67004,208676.1652,106456.3034
198398.3359,96666.20376,196456.2217,134484.9359
198463.1162,96883.62672,187015.6166,161711.6273
199465.9033,97721.05603,176291.0864,170062.2124
198264.8279,97530.9454,170844.8918,175215.9655
195945.3595,96051.69585,172422.0558,183334.1773
193964.3602,95083.90523,176372.2046,198238.9574
189640.0593,92946.95222,198131.6419,187895.3569
193141.2668,94950.59084,206234.9159,214460.6072
199462.6957,98013.96326,209826.5076,219983.3812
200033.6195,100290.627,200283.9775,194991.3857
191730.0416,100981.6154,185574.736,165869.7128
182813.8682,104437.2717,162192.0347,134302.3901
172044.0265,112680.3127,140937.293,96572.81047
151606.9742,145289.3906,117283.5647,41563.08851
147633.1038,147352.9194,113468.0812,29786.05959
145804.6361,147625.953,114707.2128,24581.44118
148073.1715,146245.768,122677.6063,24823.17364
156655.8239,148568.8342,138097.2516,23739.56529
174150.8509,156716.983,155358.4313,33534.4134
186169.4734,159467.7548,184221.3942,53539.90936
198658.1143,169308.4466,177449.8201,82419.84465
198957.151,177614.1101,167913.3644,91827.27639
205914.4789,185909.6045,152192.0971,90717.68569
207101.2937,185033.9504,150516.2678,98650.58095
208708.5462,185267.307,145794.5925,114963.4112
210894.1125,186425.734,139155.2009,128373.9938
210959.9653,186666.6202,135660.7064,132317.8509
211248.0541,185740.9873,130712.9582,148188.9273
206777.2295,180146.6119,135073.5824,188755.6058
201216.3351,173292.6464,143799.5917,238908.6251
193516.1177,165559.6645,163387.505,272998.7855
190907.0519,164405.8234,182407.9492,221899.5598
197638.896,171173.2349,185960.9322,142916.2757
193999.0146,172340.0529,173708.7079,110307.2475
177644.6217,170511.6431,157216.2525,88389.24842
164656.3373,164166.114,139325.0538,64929.30377
158049.0942,159240.6108,119881.2521,50856.40306
155343.215,154348.2783,107693.779,37898.12226
154088.4155,154319.9158,102653.9938,31160.65352
150412.973,153643.7328,100366.9184,25549.25716
151927.2953,152114.5853,106192.0953,25776.26698
159826.7924,154377.7159,119502.8198,24658.80823
175559.6749,162024.3481,136192.674,34719.59768
184611.1055,163745.6775,164900.4227,55100.81683
193786.2704,170559.6675,162795.4746,83425.9072
195639.9742,178158.7443,155634.9296,92491.64855
205239.3408,186772.7753,141962.5979,91376.69199
208911.1545,186191.774,142131.9468,99496.50233
211297.0094,185434.0654,141116.478,115420.1934
214555.5552,186661.2121,136834.2319,128942.5957
215556.7489,186768.6674,135516.76,132817.4414
216856.1724,185967.1808,132221.3539,148914.472
212720.7819,180307.2092,137439.1098,189728.0895
205891.2857,172596.9561,146362.2703,239174.7638
196305.1557,164306.4545,165000.0619,272616.4344
192897.3215,163033.6329,184305.4987,221114.8155
199500.1461,170161.8995,188220.7505,142681.6051
196097.5026,172306.5434,176636.4702,110767.6477
180719.0274,170751.8133,158994.3065,88801.04532
167532.9873,164936.2305,139733.3649,65416.44191
160327.8172,160069.8848,118995.1292,51264.08134
157293.3036,155477.5662,106064.3081,38239.94144
154895.8861,154934.9139,98125.04676,31290.12019
152897.0226,156201.8683,94987.72686,25954.47723
154956.0197,155409.4145,99335.46399,26292.42563
163108.5669,158133.0727,111303.1549,25184.08445
178142.796,165658.7323,128036.7032,35455.85272
185963.8082,167119.5055,156650.4045,56265.03002
192722.8408,171545.6032,158533.4256,84110.16258
195966.8613,178985.36,152730.7347,92989.31275
207534.0778,187583.2381,139837.53,91810.08226
212630.6543,187469.1968,141083.4916,100211.7082
215832.7069,186817.4097,142592.8301,116292.2346
220293.7292,188578.6629,139932.8641,130261.7999
222107.3163,189033.5304,139753.6842,134382.4579
223771.0392,188181.9818,137351.4866,150732.6038
219639.3791,182449.5087,142872.4005,192033.6409
212357.3435,174427.9291,151976.7746,241644.4227
201603.4912,165539.8698,170085.7482,274326.4495
196218.3775,163261.6128,188349.8037,221148.7778
201385.5964,169700.247,190935.3724,142253.1374
197322.4087,171651.0469,178974.8983,110312.8758
181644.8111,170253.4101,161044.0751,88514.93822
168344.6616,164509.4467,140984.5975,65230.51077
161165.6184,160085.3939,119109.1564,51257.08858
158127.2468,155680.4534,105683.522,38263.66422
155382.5867,154958.7946,97209.90462,31274.6369
153374.3647,156308.8634,93668.4185,25962.00906
155214.8783,155535.0381,97597.40483,26302.28674
162993.7121,158198.4603,109055.2602,25202.0636
177851.7147,165511.2269,125521.354,35449.86501
186197.9299,167621.067,154466.7044,56489.30407
192870.3608,171509.0429,157853.1476,84254.76818
197543.1282,179187.5507,153117.2256,93172.44591
210044.6106,188096.8828,141402.8126,92051.78618
215811.4777,188398.6337,143286.6459,100634.8811
219013.5183,187814.947,146429.0486,116793.425
222984.3068,189060.5847,144164.3793,130407.7236
224790.1446,189190.3247,144525.2133,134338.914
225690.0239,187615.3833,142176.1298,150120.1494
220641.2028,181261.1826,147242.8183,190554.8105
213028.9059,173048.1136,155998.7722,239587.716
202324.7883,163960.658,173962.3175,271660.6158
196407.2704,161115.603,191045.4894,218593.4268
202037.1221,167930.8196,193638.7665,140920.5593
197737.9279,169729.4599,180845.3268,109183.6799
181695.9293,168788.3637,162684.8165,87772.52551
168612.6574,163576.3396,142405.8733,64848.39801
162060.2087,159630.2428,120520.6735,51102.6057
158888.6241,155906.3359,107042.8002,38303.55501
155702.5756,155142.4538,98055.13947,31302.31885
153435.407,156478.3482,94352.74287,25997.92293
154646.0998,155195.7576,97814.80348,26259.79483
161916.2619,157546.9934,108643.1503,25120.46556
176017.2865,164673.1037,124237.3318,35298.84901
183548.7005,166245.7964,152441.8477,56113.99235
191290.6079,170588.7038,157284.6311,83906.55453
196780.7221,178637.971,153339.7808,92944.82097
209502.0909,187521.8618,142053.6459,91858.68301
214900.4033,187593.1164,143782.44,100342.7019
217409.8812,186423.2428,145937.8458,116173.1776
220739.8975,187523.0371,142960.382,129668.5404
221365.1935,187110.5106,142481.9176,133074.7684
221870.8671,185556.6209,140074.496,148696.4609
216425.0416,179122.3148,144848.6512,188675.4932
207623.2711,170297.9525,152311.2116,236300.2649
195323.4543,160666.8114,168323.3615,266604.9917
188755.4114,157791.0559,184055.2346,214155.8371
192708.7338,163751.5303,185264.1757,137380.9721
189648.3125,166143.75,173854.5193,106763.1042
176447.2546,166131.3284,158378.8062,86311.18318
166118.6007,162150.4318,140628.9435,64281.39419
161090.6508,156257.9797,120493.1671,52617.17234
172336.1151,121577.938,120379.9343,60257.96846
170817.4107,117026.1659,113398.3749,41787.33775
172631.3008,112387.2554,109468.0332,37151.82679
172448.4412,108027.1585,113351.0656,33003.15128
177866.858,108133.186,115763.0092,26782.48941
188024.5707,109511.2536,120100.1343,29643.14303
196783.432,107868.6183,135996.1746,34967.63077
202588.2948,104590.7652,153642.5,43359.34816
207381.3693,102306.9096,173258.6164,60927.36753
211843.5282,100868.6935,187179.0314,88872.19013
211996.7015,99024.22823,198108.4874,112687.9289
217825.3526,100124.8441,195368.9869,139636.3458
218852.9335,99771.51922,192042.7322,167003.6172
221721.3292,100165.6555,186702.853,174884.6568
221752.3313,99568.13115,185343.9465,179688.6204
219018.5554,97697.09294,188592.2687,187397.8028
213113.9848,95511.41109,192351.5541,200199.6833
201791.5109,91770.53022,209546.5966,186763.8127
196347.9933,91618.85327,213845.4851,208536.5346
198260.006,93931.59883,212928.727,211461.9909
197521.7057,96270.55882,201819.0107,187501.7028
189723.3523,97649.78503,185860.7734,160698.3522
182194.0188,102450.5457,161148.6244,132350.7966
173687.9586,109947.4484,137095.8866,98862.23853
168378.9278,114506.9219,121655.7972,64472.18241
165319.5804,114593.8859,113785.5781,40884.00777
167199.8062,110048.0605,110189.2417,36347.93314
166525.0895,105607.1601,113524.0802,32236.36725
170646.1662,105299.496,114734.7941,26053.64075
177616.8327,106183.9835,118165.6032,28800.67071
182363.6984,104115.4339,133417.1992,33827.1633
187605.3427,100504.6672,150311.048,41808.48038
193382.8099,98223.55701,168108.4966,58374.60913
197568.8513,96890.2217,181628.759,84975.64043
197963.5242,95187.96558,193280.7974,108027.0214
205172.2866,96862.0788,192157.5198,134771.1799
208142.8807,97055.50411,190434.4207,161971.901
212243.866,97781.42748,186318.048,170278.8291
213526.3494,97400.74117,185891.376,175401.7609
213069.4348,96060.78541,190130.4977,183879.3307
210008.495,94440.09705,195252.3945,197592.3606
201627.4947,91305.70302,214769.3982,185371.9757
201289.816,92232.06984,221622.8856,209351.0807
205978.3432,95393.18578,223392.3623,214956.0502
205410.3336,97953.46104,212426.2909,191080.6241
194641.3156,98518.74791,193583.8888,162352.8481
184503.2526,102605.5486,166524.4767,132280.1856
173276.0264,112058.2602,140506.0975,96062.09377
152635.825,145820.3704,112381.262,41506.49011
149291.9279,149974.9492,102731.296,30062.54827
148271.0465,152139.7762,99589.4862,25079.43387
151285.2498,152177.5366,103799.133,25540.50432
160719.3585,156015.4749,115561.5923,24648.9033
177807.5402,164596.8181,132498.1594,34882.37869
189508.7282,167516.6497,159884.188,55267.30565
195510.841,170912.7636,165359.4526,82634.59322
199236.0131,178247.9067,161258.0763,91511.47898
210715.5246,186537.8788,150331.9048,90460.13582
215695.5661,186291.6761,153156.5555,98763.62006
219632.5208,185849.7762,154257.2253,114966.8711
224452.1485,187300.7805,151563.2856,128642.9118
226676.148,187526.5892,151652.98,132792.6792
228087.6284,186362.8066,149031.2329,148829.8884
223441.199,180317.4845,154304.7332,189292.0424
216189.4285,172400.4168,163526.4136,238273.3215
205228.0789,163426.5437,182115.522,270015.7407
199853.229,161587.3129,198609.4477,218485.4066
204545.6924,167798.2818,200036.0734,140222.4559
199896.864,170040.3931,186860.049,108808.3574
182434.2994,168433.8535,167898.7285,87398.70721
168042.1224,162329.342,148070.4134,64209.45772
160523.9122,157810.347,127790.5694,50269.38522
156629.6765,153634.5669,113816.9076,37451.27654
153951.7725,152998.5606,105539.1969,30608.47601
151841.9503,154360.6551,102048.5501,25401.29685
153731.5971,153400.2662,105736.1722,25743.89892
161804.3202,156078.3945,116939.5908,24674.87778
177666.7892,163901.6609,133822.306,34838.24097
187402.5883,166036.8259,161763.633,55335.27787
192980.479,169824.959,165566.2356,82558.89342
196976.0817,177283.8794,159693.2909,91516.4652
208408.5615,185577.6169,147396.2681,90451.17048
214043.2873,185885.4542,148804.8079,99055.47558
218108.1646,185913.9127,149658.4742,115497.4101
223098.2404,187790.7101,146868.6253,129480.0723
225539.718,188343.3088,146965.4455,133805.2886
227145.9688,187373.1912,144309.7827,150040.7888
222937.2276,181601.1515,149834.9809,191140.1409
215339.7199,173450.2972,159046.7475,240350.0507
204179.7745,164400.6349,177573.2529,272499.9679
197838.435,162058.9401,194632.4559,219590.1425
202405.4341,168216.9188,196333.3872,140888.1106
198503.1265,170615.1454,183953.8227,109489.2761
181658.1324,168853.3386,165259.3841,87722.55514
167625.6824,162761.3072,145308.7802,64480.75295
160560.2847,158268.7643,124294.8209,50555.75356
158060.8499,154720.0154,109769.9356,37897.98768
155067.212,153561.5575,101656.3948,30882.91459
152817.3886,154549.6986,98663.53394,25567.66386
154659.8472,153480.371,102791.8833,25885.40192
163287.7613,156415.8557,114806.7371,24842.62965
179030.2984,164162.3634,131986.5496,35113.45382
187193.4023,165713.3573,160321.6928,55793.79652
193882.4934,170563.5727,162465.4289,83484.12933
197824.8997,178595.6564,156360.6052,92666.92382
210078.852,187862.8062,143545.8163,91870.80411
215826.6789,188036.2563,144273.6969,100464.4985
219356.2239,187710.5196,146057.9801,116723.8917
223487.2923,189145.5957,142847.7101,130463.6665
225103.4786,189149.4049,142479.9517,134336.6222
226446.0241,188054.2954,139994.0279,150428.601
221764.3476,182081.7272,145488.2247,191372.2497
214146.8556,174106.619,154882.3963,240951.1152
203102.2686,165339.583,173418.9007,273892.5763
196319.4966,162712.1398,191238.0933,220280.3406
200210.1695,168911.8286,192697.6062,141321.2118
196527.9667,171458.2779,180471.1617,110102.0873
181147.7938,169922.6609,161730.539,88280.33472
168006.1513,164248.5413,141320.9134,65119.10127
161779.6095,160225.122,119573.1634,51280.92332
159460.6119,156377.912,105224.7385,38395.77491
156895.5075,155498.3485,96593.11159,31366.47443
154597.4907,156471.3934,93243.20237,25967.32424
156515.0731,155461.5586,97422.70513,26295.0527
164688.7894,157932.9061,109426.385,25153.61844
180068.3062,165951.1678,126890.813,35598.33766
187160.313,167541.3969,155514.1512,56626.73256
192757.4461,171739.1514,158717.4282,84302.76866
197502.1559,179714.8518,153629.6498,93409.10711
209890.6119,188437.8016,141079.5089,92135.37146
216046.575,188592.6161,141846.2591,100647.1726
219131.2808,187764.4689,144380.306,116622.9071
223346.3162,189251.052,141638.2938,130406.8347
225314.4812,189505.1481,141678.7613,134489.4166
226802.9584,188639.4876,139501.9033,150757.9343
222241.178,182705.0719,145118.3034,191916.3231
214301.492,174625.6362,154485.5326,241744.2741
202807.709,165901.5455,172839.4497,275037.1508
195615.0949,162857.6596,190517.2877,220661.7691
199978.0456,169397.1615,192316.7172,141791.9813
196366.2042,171982.2386,180338.9693,110497.9043
181427.1782,170467.3491,161363.1224,88565.61388
168166.6067,164701.912,140647.9962,65288.77075
161927.0376,160791.6303,118301.1184,51475.40056
159922.4567,157356.7971,103239.3379,38675.61082
157703.7885,156806.5918,94250.1859,31658.90562
155347.9586,157722.1855,90498.19919,26214.72223
157038.8001,156355.1595,94271.85189,26498.30715
164803.5112,158724.1261,105912.3954,25335.61247
179302.6168,166278.1876,122837.9846,35710.6262
185673.3845,167572.6184,151131.7647,56694.01275
191246.7555,171763.293,155723.7747,84360.61821
196336.6929,179754.3884,151376.503,93459.19289
208560.7259,188110.3988,139196.8349,92124.27158
214165.4925,188034.4167,139727.0227,100556.0565
216518.7375,186834.4434,142600.3883,116269.7567
220162.4818,188265.9532,139988.8537,130008.0211
221588.3226,188519.335,139900.1221,133979.9935
222186.51,187073.9222,137223.4441,149653.2426
216651.315,181227.247,142266.1528,190361.6952
207439.3356,172651.2696,150604.7203,238796.7697
194011.2598,162845.1818,166819.2462,269669.6082
184608.5018,158628.6709,181472.9735,214740.6973
187493.4273,164254.8291,182123.4572,137376.2379
184313.3625,166588.292,170887.323,106938.945
172648.8117,166297.447,155038.6989,86321.5305
162711.8653,162094.7594,136971.0275,64261.07272
158356.7186,156252.2226,116529.8278,52626.5976
171036.4903,121980.5739,115559.6111,60658.78844
169558.6254,116886.8929,109393.6247,41854.25209
171494.4425,111912.4991,105936.9888,37171.62166
171260.486,107176.0276,110505.7707,32949.08418
176661.6529,106951.1964,113570.8606,26633.7334
186759.7605,108415.7288,118812.0006,29504.92999
194613.9135,106244.4813,135611.7796,34593.82189
201791.5258,104512.4739,150581.5411,43310.31957
206183.7512,102615.4656,169274.8694,61186.12713
209055.6165,101013.179,182050.5139,89116.00821
208485.1863,99186.58992,191442.1084,113051.462
212916.0734,100228.523,187885.7473,139763.2854
213362.3767,99982.15536,184009.7736,167321.7111
216171.8817,100769.9547,178333.1808,175728.8667
216079.2889,100445.575,176488.0731,180742.5346
214185.822,99198.19453,180141.2703,189481.7095
209457.5119,97414.8007,183902.7497,203290.9533
198842.9248,93926.57798,201142.5517,190173.7917
192948.7643,93554.26353,205704.9369,212082.0192
195445.0112,95817.42186,205450.0645,215038.1745
194548.8043,97676.7815,194362.954,189747.5517
186524.3966,98662.35097,178123.4645,162196.6358
179206.2069,103089.9111,152623.0974,133183.8951
171328.364,110319.1387,128746.4548,99504.24881
165506.2653,113901.6987,115487.4888,64400.84389
161790.9091,113204.8225,108775.0767,40590.58533
163526.3321,108295.5835,106483.8971,35975.26118
162360.8804,103307.5175,111354.54,31777.56971
165848.0954,102530.7274,114294.8397,25581.33577
172363.1869,103212.4104,118512.5705,28220.07253
176199.8237,100799.5819,134856.8683,33201.95998
184794.4702,99532.3322,147249.07,41647.13627
190612.2232,97884.76655,164041.8894,58492.30244
193780.8616,96459.81606,175290.2242,85038.64364
193099.0791,94855.79567,185714.8268,108118.4128
200224.2958,97103.99933,182937.1684,135464.9467
203105.9918,97785.09303,180633.1698,163668.5066
207912.8323,99422.40968,175828.4194,173293.8893
209771.0951,99844.98073,175008.9509,179550.56
209577.0901,98875.01785,179752.019,188820.2719
207629.6148,97797.7753,185468.1847,204127.7836
199547.6994,94739.55931,205086.4084,191998.083
196883.9925,94920.048,210219.5619,215032.5243
200718.6572,97430.81029,212040.7849,218723.6685
199999.3166,99431.81228,200951.2877,193462.131
189123.2932,99587.68685,182322.663,163940.5684
178813.9157,102989.6885,154587.8616,132738.4671
168268.0966,112020.8785,129792.2541,96198.80265
147656.1809,144251.5245,105445.951,41411.40061
143661.3177,147251.7799,97724.07439,29774.2115
142376.1533,148748.0152,96111.73583,24770.07357
144887.5339,148114.0453,102139.6882,25113.62065
154040.0186,151501.5807,116151.5853,24200.01435
170700.5225,159882.5508,133775.6829,34201.76928
180125.4473,161606.0991,161800.7659,54160.59566
188912.9083,166946.3805,163329.4221,81359.14977
192798.6795,175056.6149,159490.2159,90498.5133
203184.7345,184042.1817,148220.718,89727.75981
207346.0215,184476.0309,150190.0679,98218.20129
210614.473,184751.9277,150348.9831,114597.4036
214531.4209,186613.9984,147307.5187,128365.8563
216517.4155,187569.6335,146981.991,132862.767
218862.9806,187379.7841,144502.0141,149476.497
215676.4833,182141.188,150425.477,190732.271
210050.1704,174735.1173,159214.853,240766.1211
199898.6239,165423.2068,176705.0282,272596.1128
194689.8661,163050.0211,191793.2454,220048.9931
201623.2767,169893.1598,194995.0695,141911.3846
199438.6554,172004.3157,183487.4367,110112.3388
179918.2437,169669.9497,165900.5302,88031.14318
165577.3691,162969.4318,147393.5253,64506.62583
158377.401,157653.2418,128186.5482,50395.61626
155119.0442,152566.4275,119563.5517,37394.2715
152563.3464,151513.2295,113836.4618,30531.67949
150827.729,152697.1307,112436.1404,25351.66231
152841.0879,151693.3221,118451.8545,25650.99865
161622.8211,154780.911,132657.161,24663.09582
178634.6752,163155.2027,149979.5851,34787.41053
188818.8321,164449.1442,178027.9405,54958.88347
197801.4987,169772.8361,175612.4184,82455.01827
199908.7592,177309.1418,168753.2668,91415.60355
208130.6178,185392.0246,155094.4057,90258.37444
210458.2187,185047.0834,155442.0611,98506.73682
212436.3445,184842.4586,153242.4257,114708.5447
215891.2531,186533.4485,149223.5882,128414.0196
217253.9401,187135.2272,147928.8187,132698.3484
219027.1372,186532.2002,144660.6772,149032.1498
215588.837,181171.3617,150011.6317,190043.1638
209566.8252,173394.7898,158056.893,239359.6472
199666.7427,164149.2641,175764.8204,270618.0404
194860.3964,161845.3054,191007.6892,218481.2648
201864.0282,168795.6695,194616.493,140777.4784
199890.4399,171001.2409,183488.7938,109228.1528
179699.4095,168855.9479,166387.3085,87442.75323
165256.6978,162252.3892,148334.0274,64100.39472
157896.9725,157245.5399,129020.0528,50132.06743
156294.4556,154202.5315,114088.1619,37805.00523
153519.5307,153114.9511,107622.1164,30856.54333
151355.202,154071.9327,105440.151,25570.48648
153283.5205,153010.0228,110354.2753,25873.77604
161900.6281,155980.4577,123058.2615,24867.67766
178146.809,163989.3288,139309.043,35055.68394
185327.0705,164644.7951,166534.9162,55327.87964
193152.6352,169829.6,165127.3689,83023.00946
196154.0339,177708.2269,158460.2453,92100.2024
206356.0079,186464.568,145140.8987,91109.28015
210734.8204,186672.4081,145788.5839,99655.10225
214138.532,186717.6378,146606.9513,116110.8197
218739.5761,188642.5193,143810.2865,130236.4413
221044.0027,189439.1978,143633.9558,134729.1832
222713.936,188694.6742,141288.1269,151167.9259
218726.8996,182928.0001,146992.9155,192470.3644
211778.6806,174827.587,155851.3691,242233.9321
200907.1662,165537.2019,173243.1717,274324.2488
194194.2818,162353.6177,189132.6628,220099.6959
199486.8357,168645.9277,191450.0241,141338.4207
197159.2188,171185.6053,179871.706,109963.6287
179954.0826,169355.9488,161216.4701,87981.06522
166202.5248,163249.5429,141102.2823,64690.21101
159319.7625,158706.7061,119955.1955,50795.72164
156145.5039,154116.9945,108486.9773,37900.06552
153188.2712,153103.1715,100894.8044,30946.66759
150895.6267,154110.837,98057.15837,25667.34271
152322.6399,152848.7496,102754.489,25926.03811
160425.761,155572.876,115435.8125,24880.18605
176034.6194,163491.9804,132443.0855,35072.75941
182957.8009,164244.3555,159899.6902,55352.01297
191084.9518,169047.8252,161085.4254,82883.32011
195983.5043,177335.8182,157055.2789,92123.55117
207776.1999,186489.4626,146048.9713,91271.64025
213098.1104,186951.6507,148672.7061,99981.85705
216294.6274,186475.9867,150746.9955,116168.7518
221164.0155,188397.768,148660.3837,130257.8078
223406.2946,188761.8006,148779.1814,134395.8609
225431.7159,187952.3566,146433.054,150762.5552
221431.7648,182306.9508,151840.4324,192036.9456
214225.002,174175.5541,160143.3136,241521.0169
202814.3216,164546.9152,177333.6398,272979.237
195875.5274,161453.1198,192880.3522,218895.2147
201503.6279,167894.6262,195369.8927,140802.5348
198718.3781,170070.486,183629.605,109362.8957
181102.4262,168580.0706,165760.4011,87695.89131
167238.1755,162494.565,145908.4768,64489.97796
160136.8667,157923.1046,125293.4444,50624.95688
157631.9847,153948.5081,112854.2647,37931.39161
155141.2602,153299.9101,105304.3363,31060.59108
153051.6457,154660.2175,102409.5424,25816.54107
